iteration,execution_ms,iteration_difference_ms
328,0.130171,9.8495
329,0.354066,9.98674
330,0.12841,10.019
331,0.129179,10.1924
332,0.130683,9.80864
333,0.111803,9.97858
334,0.133691,10.033
335,0.102684,9.97055
336,0.131866,10.0145
337,0.333939,9.98152
338,0.133082,10.0199
339,0.338962,9.98357
340,0.131578,10.0196
341,0.131867,10.0503
342,0.124571,9.94207
343,0.110396,9.98498
344,0.139419,10.0104
345,0.130203,10.1736
346,0.113019,9.83401
347,0.134587,10.1355
348,0.127003,9.86287
349,0.136219,10.1601
350,0.126523,9.85187
351,0.135099,10.1472
352,0.126651,9.84732
353,0.138266,10.1384
354,0.118971,9.85225
355,0.137146,10.1761
356,0.127195,9.82847
357,0.119356,10.1798
358,0.127419,9.82076
359,0.105596,9.98364
360,0.132571,10.0142
361,0.131514,10.1488
362,0.127579,9.84937
363,0.128283,10.1448
364,0.133083,9.86287
365,0.14409,10.1883
366,0.132955,9.80262
367,0.137819,10.164
368,0.135451,9.8326
369,0.128827,10.1451
370,0.128347,9.87186
371,0.129979,10.1628
372,0.129051,9.82303
373,0.130843,10.1486
374,0.130651,9.86012
375,0.131419,10.1618
376,0.128091,9.84547
377,0.098364,9.97519
378,0.129659,10.0136
379,0.131963,10.1413
380,0.124539,9.86079
381,0.130619,10.16
382,0.125755,9.83785
383,0.133115,10.2128
384,0.123003,9.78905
385,0.130746,10.1576
386,0.126395,9.85407
387,0.13353,10.1737
388,0.121883,9.81772
389,0.129755,10.2134
390,0.131803,9.78163
391,0.112923,9.98437
392,0.133563,10.0212
393,0.137275,10.1629
394,0.124572,9.83097
395,0.133658,10.1613
396,0.122524,9.84089
397,0.134075,10.1381
398,0.115707,9.85631
399,0.136282,10.1353
400,0.144698,9.87682
401,0.140219,9.98527
402,0.134139,10.1679
403,0.129467,9.83324
404,0.126875,10.1693
405,0.121435,9.83155
406,0.135547,10.1665
407,0.130106,9.84495
408,0.137722,10.1627
409,0.119835,9.83177
410,0.106268,9.98364
411,0.14041,10.0192
412,0.132634,10.1616
413,0.125147,9.84857
414,0.132666,10.1801
415,0.135898,9.81081
416,0.132923,10.1545
417,0.120795,9.85154
418,0.126075,10.1408
419,0.126587,9.84671
420,0.107516,9.98556
421,0.131002,10.0194
422,0.124827,10.672
423,0.123995,9.31822
424,0.123547,10.1566
425,0.132186,9.85107
426,0.114364,9.99087
427,0.125403,10.0135
428,0.130266,10.1576
429,0.128283,9.85007
430,0.106587,9.97288
431,0.134682,10.0143
432,0.143482,10.1742
433,0.123611,9.83667
434,0.138522,10.1998
435,0.126267,9.79398
436,0.130299,10.1535
437,0.127739,9.84524
438,0.359057,9.97951
439,0.126331,10.0321
440,0.343826,9.96767
441,0.126843,10.0164
442,0.132539,10.163
443,0.120795,9.85263
444,0.137243,10.1257
445,0.133307,9.87251
446,0.132699,10.1314
447,0.129723,9.86294
448,0.143227,10.2041
449,0.130843,9.79126
450,0.131386,10.1547
451,0.132827,9.84332
452,0.346643,9.9828
453,0.132315,10.0192
454,0.137307,10.1418
455,0.124123,9.85679
456,0.145466,10.1521
457,0.129243,9.85234
458,0.133339,10.1687
459,0.139194,9.84095
460,0.136282,10.14
461,0.125083,9.83919
462,0.14809,10.1705
463,0.121979,9.84425
464,0.130299,10.1792
465,0.134491,9.82918
466,0.135483,10.1261
467,0.123579,9.86851
468,0.126939,10.1352
469,0.120923,9.86537
470,0.101916,9.96815
471,0.131835,10.013
472,0.140763,10.1599
473,0.136986,9.85791
474,0.151866,10.1521
475,0.126523,9.83612
476,0.137051,10.1361
477,0.131931,9.86348
478,0.14041,10.1709
479,0.133466,9.83535
480,0.128315,10.098
481,0.129499,9.89641
482,0.107548,9.9829
483,0.137179,10.0148
484,0.110684,9.98437
485,0.131611,10.0226
486,0.334259,9.97762
487,0.122907,10.032
488,0.151098,10.1506
489,0.128314,9.84396
490,0.148474,10.1628
491,0.138586,9.8271
492,0.133723,10.1533
493,0.125499,9.84783
494,0.139674,10.1667
495,0.130683,9.83343
496,0.145946,10.1618
497,0.139675,9.84495
498,0.364753,9.97608
499,0.123612,10.019
500,0.137083,10.1479
501,0.127579,9.86479
502,0.150682,10.1448
503,0.115836,9.8407
504,0.129275,10.1573
505,0.125563,9.84722
506,0.142682,10.17
507,0.129115,9.82739
508,0.105564,9.98108
509,0.123004,10.0122
510,0.130267,10.2515
511,0.131483,9.75696
512,0.10582,9.9774
513,0.130139,10.0238
514,0.137019,10.1849
515,0.128507,9.81708
516,0.133147,10.2314
517,0.139226,9.75897
518,0.132154,10.1485
519,0.128539,9.85596
520,0.153402,10.1527
521,0.135482,9.85023
522,0.14969,10.1885
523,0.125467,9.80531
524,0.14841,10.1602
525,0.125564,9.84438
526,0.135514,10.1582
527,0.124571,9.83951
528,0.124667,10.1544
529,0.134427,9.85554
530,0.130267,10.1679
531,0.128411,9.82527
532,0.139738,10.1716
533,0.131771,9.83142
534,0.133083,10.1824
535,0.126299,9.82547
536,0.130075,10.1757
537,0.126267,9.8102
538,0.137179,10.1628
539,0.129851,9.83459
540,0.342131,9.98466
541,0.130907,10.0082
542,0.134267,10.2889
543,0.128379,9.72483
544,0.121659,9.98236
545,0.130299,10.0098
546,0.117499,10.1639
547,0.125307,9.8501
548,0.129979,10.1688
549,0.123547,9.83065
550,0.132411,10.1689
551,0.123675,9.81734
552,0.130811,10.1809
553,0.118907,9.82233
554,0.125211,10.1711
555,0.127803,9.83385
556,0.128475,10.1782
557,0.127771,9.81916
558,0.129658,10.1814
559,0.130075,9.81971
560,0.14361,10.19
561,0.11894,9.80764
562,0.134523,10.1609
563,0.113724,9.8422
564,0.136059,10.1555
565,0.124283,9.84214
566,0.127291,10.1935
567,0.128987,9.8062
568,0.133147,10.1582
569,0.124667,9.84188
570,0.129979,10.1804
571,0.128379,9.8199
572,0.134107,10.1615
573,0.120539,9.84543
574,0.128667,10.1683
575,0.124891,9.82684
576,0.129915,10.1574
577,0.125595,9.851
578,0.133082,10.1518
579,0.118012,9.84275
580,0.402576,9.97685
581,0.123387,10.0315
582,0.13945,10.1435
583,0.116859,9.84054
584,0.137051,10.1768
585,0.125467,9.8238
586,0.121147,10.1571
587,0.120955,9.85356
588,0.133466,10.144
589,0.129019,9.84646
590,0.1111,9.98287
591,0.133499,10.0116
592,0.131643,10.1699
593,0.113563,9.84703
594,0.132731,10.1754
595,0.124859,9.81779
596,0.122235,10.1546
597,0.123867,9.85478
598,0.129338,10.1801
599,0.122939,9.80678
600,0.137242,10.1563
601,0.115739,9.83964
602,0.118396,10.1695
603,0.120955,9.84393
604,0.13337,10.1698
605,0.120219,9.83334
606,0.117692,10.1458
607,0.127611,9.85241
608,0.13337,10.1889
609,0.120763,9.80406
610,0.131163,10.1605
611,0.125275,9.83571
612,0.123324,10.1985
613,0.11718,9.81225
614,0.136027,10.1613
615,0.124027,9.83199
616,0.131131,10.1546
617,0.121243,9.85491
618,0.121499,10.1495
619,0.115035,9.84815
620,0.126491,10.1691
621,0.126907,9.82153
622,0.128155,10.1527
623,0.126747,9.85695
624,0.351602,9.97
625,0.127963,10.0182
626,0.126907,10.1864
627,0.141146,9.81568
628,0.126299,10.1926
629,0.131035,9.80476
630,0.132346,10.2949
631,0.129467,9.70323
632,0.142811,10.1769
633,0.127771,9.82822
634,0.146426,10.1474
635,0.121596,9.851
636,0.141594,10.1749
637,0.135803,9.82985
638,0.129179,10.1418
639,0.127259,9.85881
640,0.130683,10.1885
641,0.135067,9.80899
642,0.350578,9.98418
643,0.123195,10.0116
644,0.131643,10.1381
645,0.133786,9.8646
646,0.130587,10.1613
647,0.133626,9.83756
648,0.134075,10.1581
649,0.128539,9.85321
650,0.109979,9.97343
651,0.132795,10.0176
652,0.110875,9.97813
653,0.129402,10.0116
654,0.138554,10.1543
655,0.127643,9.85327
656,0.133691,10.0846
657,0.133435,9.91516
658,0.133563,10.1618
659,0.126651,9.83107
660,0.134619,10.1663
661,0.125979,9.84211
662,0.373745,9.98101
663,0.131643,10.0157
664,0.141146,10.1398
665,0.119963,9.87759
666,0.136826,10.1449
667,0.124763,9.84182
668,0.118876,9.98418
669,0.143834,10.0075
670,0.13049,10.2362
671,0.136955,9.76716
672,0.128571,10.1701
673,0.127899,9.82844
674,0.14393,10.1646
675,0.128091,9.84531
676,0.127643,10.1772
677,0.132603,9.81523
678,0.138651,10.1987
679,0.137339,9.81107
680,0.144762,10.1814
681,0.118523,9.80716
682,0.357618,9.98527
683,0.127227,10.019
684,0.132922,10.1571
685,0.12198,9.83954
686,0.134778,10.1589
687,0.126331,9.84172
688,0.135003,10.1647
689,0.135066,9.84659
690,0.13337,10.1405
691,0.130107,9.84927
692,0.14777,10.1638
693,0.126491,9.83798
694,0.128667,10.1597
695,0.123324,9.84438
696,0.138074,10.1812
697,0.132666,9.81283
698,0.142266,10.1863
699,0.138203,9.81718
700,0.126587,10.1558
701,0.133083,9.83955
702,0.127451,10.1755
703,0.133819,9.82438
704,0.132315,10.1608
705,0.124891,9.84867
706,0.135258,10.16
707,0.127259,9.83353
708,0.130587,10.2203
709,0.127195,9.78169
710,0.11174,9.98274
711,0.142075,10.0124
712,0.120924,9.9821
713,0.126971,10.0131
714,0.127099,10.1523
715,0.130843,9.85254
716,0.359666,9.98322
717,0.136442,10.0207
718,0.137371,10.1494
719,0.127131,9.86275
720,0.106939,9.96751
721,0.123356,10.0177
722,0.107067,9.9814
723,0.129723,10.032
724,0.129979,10.1519
725,0.127675,9.84732
726,0.129083,10.1462
727,0.130651,9.8431
728,0.134555,10.0579
729,0.126619,9.93263
730,0.130203,10.1854
731,0.117979,9.83599
732,0.132218,10.0702
733,0.124987,9.91308
734,0.126427,10.1827
735,0.135227,9.82614
736,0.136283,10.1322
737,0.124187,9.86185
738,0.134427,10.1867
739,0.126267,9.81417
740,0.111835,9.98312
741,0.113435,10.0169
742,0.132251,10.1811
743,0.123643,9.82921
744,0.13289,10.048
745,0.136731,9.94962
746,0.328563,9.97676
747,0.123995,10.0134
748,0.137082,10.1464
749,0.127291,9.8558
750,0.133978,10.1659
751,0.110908,9.84377
752,0.135227,10.0858
753,0.126907,9.90265
754,0.137403,10.1412
755,0.124891,9.85833
756,0.125275,10.1603
757,0.128795,9.84243
758,0.134394,10.1506
759,0.125179,9.84316
760,0.133531,10.1629
761,0.128987,9.84534
762,0.128187,10.1772
763,0.127739,9.82188
764,0.136635,10.1767
765,0.126843,9.82112
766,0.138043,10.1645
767,0.126267,9.84115
768,0.136538,10.1742
769,0.124283,9.83583
770,0.136507,10.1762
771,0.129595,9.81814
772,0.130746,10.1632
773,0.129339,9.82086
774,0.135067,10.1613
775,0.126523,9.84691
776,0.139099,10.1518
777,0.134426,9.84703
778,0.122684,10.139
779,0.133755,9.86115
780,0.139802,10.1826
781,0.127867,9.81321
782,0.136059,10.1831
783,0.124475,9.8239
784,0.133947,10.1839
785,0.119356,9.82134
786,0.130074,10.1596
787,0.128283,9.82867
788,0.141978,10.2043
789,0.127547,9.81199
790,0.147898,10.1729
791,0.126395,9.81523
792,0.134235,10.1711
793,0.119419,9.84089
794,0.13721,10.1363
795,0.131195,9.86322
796,0.129819,10.1509
797,0.12454,9.84066
798,0.128891,10.1865
799,0.122747,9.81302
800,0.131515,10.1629
801,0.125051,9.83065
802,0.135451,10.1647
803,0.129883,9.83731
804,0.139706,10.1643
805,0.128315,9.83615
806,0.134875,10.1682
807,0.1231,9.8327
808,0.13593,10.1594
809,0.130811,9.83874
810,0.127547,10.1631
811,0.119675,9.84377
812,0.139066,10.1647
813,0.128891,9.82796
814,0.123259,10.1836
815,0.117596,9.82255
816,0.347538,9.97602
817,0.135227,10.0217
818,0.120412,10.183
819,0.126907,9.81465
820,0.136123,10.1595
821,0.127675,9.84025
822,0.128763,10.1767
823,0.123675,9.82255
824,0.135002,11.1187
825,0.118364,8.88336
826,0.127483,10.1539
827,0.129786,9.83939
828,0.134939,10.1881
829,0.114971,9.81804
830,0.107004,9.98335
831,0.132571,10.0156
832,0.132475,10.1884
833,0.111707,9.81212
834,0.132923,10.1726
835,0.125563,9.83177
836,0.131483,10.1733
837,0.122427,9.82329
838,0.109084,9.97919
839,0.120155,10.0311
840,0.135387,10.1408
841,0.120987,9.84431
842,0.129883,10.1613
843,0.116508,9.84252
844,0.128635,10.1684
845,0.126427,9.8278
846,0.127099,10.1604
847,0.132347,9.84716
848,0.127483,10.1555
849,0.126779,9.85343
850,0.342898,9.97049
851,0.126235,10.0261
852,0.135355,10.1658
853,0.12134,9.82489
854,0.129051,10.1791
855,0.126555,9.83478
856,0.126555,10.1393
857,0.130875,9.84492
858,0.136026,10.1442
859,0.125531,9.85561
860,0.137819,10.1764
861,0.127771,9.83785
862,0.129851,10.1682
863,0.120059,9.81971
864,0.132347,10.1815
865,0.122427,9.81897
866,0.129595,10.1577
867,0.121531,9.84118
868,0.125755,10.163
869,0.126331,9.83449
870,0.127707,10.1723
871,0.117083,9.82614
872,0.132187,10.1693
873,0.126651,9.83187
874,0.128571,10.1928
875,0.119771,9.81264
876,0.122043,10.1538
877,0.118395,9.859
878,0.134139,10.1585
879,0.125403,9.82195
880,0.124379,10.1732
881,0.124443,9.83449
882,0.128987,10.1675
883,0.125947,9.8302
884,0.129179,10.1564
885,0.118043,9.83887
886,0.132859,10.1621
887,0.127547,9.84578
888,0.125723,10.1495
889,0.133499,9.84899
890,0.124475,10.1573
891,0.124795,9.84307
892,0.126171,10.1712
893,0.119579,9.83151
894,0.132827,10.1466
895,0.114332,9.8597
896,0.131291,10.1586
897,0.116636,9.82735
898,0.133147,10.1718
899,0.125819,9.84329
900,0.133403,10.1492
901,0.126427,9.83516
902,0.337202,9.98728
903,0.124604,10.0154
904,0.121563,10.1764
905,0.121307,9.82259
906,0.127835,10.1592
907,0.118716,9.83276
908,0.128859,10.1616
909,0.115996,9.85219
910,0.132731,10.1471
911,0.112124,9.84553
912,0.13481,10.1821
913,0.133979,9.81679
914,0.134394,10.1505
915,0.123291,9.86623
916,0.128155,10.1513
917,0.117403,9.82579
918,0.135067,10.1775
919,0.130107,9.82822
920,0.130811,10.1449
921,0.128507,9.84796
922,0.126299,10.1793
923,0.126555,9.82988
924,0.127163,10.1609
925,0.130171,9.85411
926,0.137787,10.1749
927,0.125851,9.80982
928,0.135291,10.1892
929,0.129307,9.81216
930,0.134939,10.1519
931,0.127483,9.84019
932,0.126459,10.1646
933,0.118652,9.84393
934,0.137466,10.1523
935,0.124059,9.84438
936,0.122139,9.98485
937,0.128155,10.01
938,0.1007,9.98735
939,0.129467,10.0148
940,0.138618,10.1319
941,0.129691,9.87036
942,0.131035,10.2498
943,0.123611,9.75379
944,0.134267,10.1307
945,0.127771,9.8597
946,0.125211,10.1919
947,0.125947,9.81955
948,0.330995,9.97663
949,0.124316,10.015
950,0.13129,10.157
951,0.127835,9.84527
952,0.126907,10.1746
953,0.126363,9.8349
954,0.128347,10.1532
955,0.124219,9.85462
956,0.128315,10.1403
957,0.127419,9.84755
958,0.127419,10.1681
959,0.121979,9.83484
960,0.137595,10.1486
961,0.124539,9.84886
962,0.344562,9.98156
963,0.126427,10.0174
964,0.136219,10.1399
965,0.116379,9.85967
966,0.142266,10.1655
967,0.116635,9.83459
968,0.128571,10.1691
969,0.124955,9.83171
970,0.132603,10.1401
971,0.126843,9.85897
972,0.132251,10.1557
973,0.124763,9.84675
974,0.125052,10.1438
975,0.114171,9.84908
976,0.121083,10.1557
977,0.113148,9.84854
978,0.122459,10.1801
979,0.125307,9.82444
980,0.124027,10.2153
981,0.120699,9.78262
982,0.133691,10.1459
983,0.11878,9.85756
984,0.138619,10.1882
985,0.129211,9.81068
986,0.132475,10.1659
987,0.125947,9.83302
988,0.135579,10.1746
989,0.130619,9.82883
990,0.373649,9.97653
991,0.124187,10.0302
992,0.35285,9.96981
993,0.118555,10.0305
994,0.109596,9.967
995,0.130907,10.0142
996,0.131483,10.1391
997,0.125147,9.86652
998,0.131611,10.0683
999,0.125531,9.92533
1000,0.129723,10.1829
1001,0.125595,9.82432
1002,0.334643,9.97871
1003,0.113372,10.0237
1004,0.131643,10.1397
1005,0.121275,9.87046
1006,0.135098,10.129
1007,0.131387,9.8479
1008,0.133851,10.1819
1009,0.130523,9.82908
1010,0.133531,10.1486
1011,0.125851,9.85177
1012,0.138171,10.1835
1013,0.129115,9.81888
1014,0.134042,10.1646
1015,0.127771,9.83273
1016,0.131642,10.1559
1017,0.127323,9.84735
1018,0.130363,10.1631
1019,0.118171,9.83513
1020,0.132955,10.1478
1021,0.119739,9.8486
1022,0.14025,10.1806
1023,0.12166,9.81484
1024,0.135003,10.1631
1025,0.117819,9.83727
1026,0.136155,10.1644
1027,0.122876,9.8453
1028,0.128826,10.18
1029,0.119772,9.81123
1030,0.132091,10.1084
1031,0.121147,9.88969
1032,0.13129,10.1731
1033,0.124507,9.83411
1034,0.131355,10.1408
1035,0.127035,9.85142
1036,0.133307,10.1673
1037,0.123355,9.83571
1038,0.120027,10.1562
1039,0.122939,9.8487
1040,0.131451,10.1661
1041,0.1167,9.83212
1042,0.131803,10.1639
1043,0.116444,9.83321
1044,0.116828,10.1539
1045,0.118107,9.84131
1046,0.132091,10.1903
1047,0.126715,9.81555
1048,0.132283,10.1687
1049,0.120603,9.82879
1050,0.129594,10.1751
1051,0.125083,9.82927
1052,0.138714,10.1791
1053,0.134426,9.81708
1054,0.131003,10.1639
1055,0.125275,9.83737
1056,0.135451,10.1858
1057,0.129946,9.81964
1058,0.127707,10.1602
1059,0.132475,9.83724
1060,0.143258,10.1747
1061,0.133115,9.8231
1062,0.135355,10.179
1063,0.117115,9.82476
1064,0.131195,10.1735
1065,0.130491,9.82591
1066,0.13433,10.1813
1067,0.127803,9.81267
1068,0.134683,10.2102
1069,0.130395,9.79484
1070,0.138458,10.1848
1071,0.133595,9.82963
1072,0.125147,10.14
1073,0.122139,9.84214
1074,0.126235,10.1584
1075,0.119835,9.84412
1076,0.124091,10.1383
1077,0.130395,9.87762
1078,0.123355,10.1432
1079,0.118811,9.84479
1080,0.129626,10.147
1081,0.121723,9.84777
1082,0.127963,10.1641
1083,0.124027,9.84079
1084,0.133275,10.1635
1085,0.122331,9.83231
1086,0.128699,10.1647
1087,0.132794,9.83951
1088,0.131355,10.159
1089,0.121755,9.83305
1090,0.130395,10.1576
1091,0.128955,9.84716
1092,0.135963,10.1535
1093,0.127131,9.84195
1094,0.136123,10.1843
1095,0.120444,9.82089
1096,0.346834,9.98092
1097,0.127195,10.0213
1098,0.137371,10.1732
1099,0.123835,9.82304
1100,0.121243,10.1849
1101,0.121019,9.82054
1102,0.143322,9.99832
1103,0.177817,9.98213
1104,0.208216,10.0619
1105,0.135226,9.9238
1106,0.251958,10.0441
1107,0.218935,12.7853
1108,0.11574,7.30473
1109,1.7128,10.0023
1110,0.411216,9.99295
1111,0.353586,10.1203
1112,0.589865,9.95202
1113,0.20508,9.79865
1114,0.474894,10.2299
1115,0.444367,9.8118
1116,0.684996,9.9733
1117,0.432495,10.0181
1118,0.454734,10.1441
1119,0.418447,9.85906
1120,0.678853,9.97752
1121,0.414351,10.0154
1122,0.445262,10.1847
1123,0.412687,9.83244
1124,0.464718,10.164
1125,0.403824,9.82249
1126,0.421423,10.1357
1127,0.411632,9.86722
1128,0.44779,10.2228
1129,0.409904,9.77155
1130,0.471085,10.1681
1131,0.402672,9.83939
1132,0.445711,10.1884
1133,0.413039,9.8184
1134,0.46747,10.1416
1135,0.416655,9.84329
1136,0.446286,10.1793
1137,0.416463,9.83555
1138,0.454126,10.1629
1139,0.418703,9.83862
1140,0.422543,10.2053
1141,0.40472,9.77728
1142,0.448078,10.1623
1143,0.405072,9.84761
1144,0.453774,10.1883
1145,0.41704,9.80131
1146,0.698212,9.98466
1147,0.416463,10.0225
1148,0.747266,10.1018
1149,0.400368,9.89871
1150,0.44411,10.186
1151,0.411088,9.80444
1152,0.449198,10.1922
1153,0.405552,9.81839
1154,0.450286,10.1954
1155,0.407312,9.79744
